ticker,exchange_code,finnhub_symbol,asset_type,name_en
ITIC,NASDAQ,ITIC,STOCK,Investors Title Company - Common Stock
ITM,BATS,ITM,ETF,VanEck Intermediate Muni ETF
ITOC,NASDAQ,ITOC,STOCK,iTonic Holdings Ltd - Class A Ordinary Shares
ITOT,NYSE_ARCA,ITOT,ETF,iShares Core S&P Total U.S. Stock Market ETF
ITP,NYSE_AMERICAN,ITP,STOCK,"IT Tech Packaging, Inc. Common Stock"
ITRG,NYSE_AMERICAN,ITRG,STOCK,Integra Resources Corp. Common Shares
ITRI,NASDAQ,ITRI,STOCK,"Itron, Inc. - Common Stock"
ITRN,NASDAQ,ITRN,STOCK,Ituran Location and Control Ltd. - Ordinary Shares
ITT,NYSE,ITT,STOCK,ITT Inc. Common Stock
ITUB,NYSE,ITUB,STOCK,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,NYSE,ITW,STOCK,Illinois Tool Works Inc. Common Stock
ITWO,BATS,ITWO,ETF,ProShares Russell 2000 High Income ETF
IUS,NASDAQ,IUS,ETF,Invesco RAFI Strategic US ETF
IUSB,NASDAQ,IUSB,ETF,iShares Core Universal USD Bond ETF
IUSG,NASDAQ,IUSG,ETF,iShares Core S&P U.S. Growth ETF
IUSV,NASDAQ,IUSV,ETF,iShares Core S&P U.S. Value ETF
IVA,NASDAQ,IVA,STOCK,Inventiva S.A. - American Depository Shares
IVAL,NASDAQ,IVAL,ETF,Alpha Architect International Quantitative Value ETF
IVDA,NASDAQ,IVDA,STOCK,"Iveda Solutions, Inc. - Common Stock"
IVE,NYSE_ARCA,IVE,ETF,iShares S&P 500 Value ETF
IVEP,NYSE_ARCA,IVEP,ETF,Dan IVES Wedbush AI Power & Infrastructure ETF
IVES,NYSE_ARCA,IVES,ETF,Dan IVES Wedbush AI Revolution ETF
IVF,NASDAQ,IVF,STOCK,"INVO Fertility, Inc. - Common Stock"
IVLU,NYSE_ARCA,IVLU,ETF,iShares MSCI Intl Value Factor ETF
IVOG,NYSE_ARCA,IVOG,ETF,Vanguard S&P Mid-Cap 400 Growth ETF
IVOL,NYSE_ARCA,IVOL,ETF,Quadratic Interest Rate Volatility and Inflation Hedge ETF
IVOO,NYSE_ARCA,IVOO,ETF,Vanguard S&P Mid-Cap 400 ETF
IVOV,NYSE_ARCA,IVOV,ETF,Vanguard S&P Mid-Cap 400 Value ETF
IVR,NYSE,IVR,STOCK,INVESCO MORTGAGE CAPITAL INC Common Stock
IVRS,NYSE_ARCA,IVRS,ETF,iShares Future Metaverse Tech and Communications ETF
IVSI,NASDAQ,IVSI,ETF,Applied Finance IVS International Large ETF
IVSS,NASDAQ,IVSS,ETF,Applied Finance IVS US SMID ETF
IVSX,NASDAQ,IVSX,ETF,Applied Finance IVS International SMID ETF
IVT,NYSE,IVT,STOCK,InvenTrust Properties Corp. Common Stock
IVV,NYSE_ARCA,IVV,ETF,iShares Core S&P 500 ETF
IVVB,BATS,IVVB,ETF,iShares Large Cap Deep Quarterly Laddered ETF
IVVD,NASDAQ,IVVD,STOCK,"Invivyd, Inc. - Common Stock"
IVVM,BATS,IVVM,ETF,iShares Large Cap Moderate Quarterly Laddered ETF
IVVW,BATS,IVVW,ETF,iShares S&P 500 BuyWrite ETF
IVW,NYSE_ARCA,IVW,ETF,iShares S&P 500 Growth ETF
IVZ,NYSE,IVZ,STOCK,Invesco Ltd Common Stock
IWB,NYSE_ARCA,IWB,ETF,iShares Russell 1000 ETF
IWC,NYSE_ARCA,IWC,ETF,iShares Microcap ETF
IWD,NYSE_ARCA,IWD,ETF,iShares Russell 1000 Value ETF
IWDL,NYSE_ARCA,IWDL,ETF,ETRACS 2x Leveraged US Value Factor TR ETN
IWF,NYSE_ARCA,IWF,ETF,iShares Russell 1000 Growth Fund
IWFG,NYSE_ARCA,IWFG,ETF,NYLI Winslow Focused Large Cap Growth ETF
IWFL,NYSE_ARCA,IWFL,ETF,ETRACS 2x Leveraged US Growth Factor TR ETN
IWL,NYSE_ARCA,IWL,ETF,iShares Russell Top 200 ETF
IWLG,NYSE_ARCA,IWLG,ETF,NYLI Winslow Large Cap Growth ETF
IWM,NYSE_ARCA,IWM,ETF,iShares Russell 2000 Index Fund
IWMI,BATS,IWMI,ETF,NEOS Russell 2000 High Income ETF
IWML,NYSE_ARCA,IWML,ETF,ETRACS 2x Leveraged US Size Factor TR ETN
IWMW,BATS,IWMW,ETF,iShares Russell 2000 BuyWrite ETF
IWMY,NYSE_ARCA,IWMY,ETF,Defiance R2000 Weekly Distribution ETF
IWN,NYSE_ARCA,IWN,ETF,iShares Russell 2000 Value ETF
IWO,NYSE_ARCA,IWO,ETF,iShares Russell 2000 Growth Fund
IWP,NYSE_ARCA,IWP,ETF,iShares Russell Midcap Growth ETF
IWR,NYSE_ARCA,IWR,ETF,iShares Russell Mid-Cap ETF
IWS,NYSE_ARCA,IWS,ETF,iShares Russell Mid-Cap Value ETF
IWV,NYSE_ARCA,IWV,ETF,iShares Russell 3000 Fund
IWX,NYSE_ARCA,IWX,ETF,iShares Russell Top 200 Value ETF
IWY,NYSE_ARCA,IWY,ETF,iShares Russell Top 200 Growth ETF
IX,NYSE,IX,STOCK,ORIX Corporation American Depositary Shares
IXC,NYSE_ARCA,IXC,ETF,iShares Global Energy ETF
IXG,NYSE_ARCA,IXG,ETF,iShares Global Financial ETF
IXHL,NASDAQ,IXHL,STOCK,Incannex Healthcare Inc. - Common Stock
IXJ,NYSE_ARCA,IXJ,ETF,iShares Global Healthcare ETF
IXN,NYSE_ARCA,IXN,ETF,iShares Global Tech ETF
IXP,NYSE_ARCA,IXP,ETF,iShares Global Comm Services ETF
IXUS,NASDAQ,IXUS,ETF,iShares Core MSCI Total International Stock ETF
IYC,NYSE_ARCA,IYC,ETF,iShares U.S. Consumer Discretionary ETF
IYE,NYSE_ARCA,IYE,ETF,iShares U.S. Energy ETF
IYF,NYSE_ARCA,IYF,ETF,iShares U.S. Financial ETF
IYG,NYSE_ARCA,IYG,ETF,iShares U.S. Financial Services ETF
IYH,NYSE_ARCA,IYH,ETF,iShares U.S. Healthcare ETF
IYJ,BATS,IYJ,ETF,iShares U.S. Industrials ETF
IYK,NYSE_ARCA,IYK,ETF,iShares U.S. Consumer Staples ETF
IYLD,BATS,IYLD,ETF,iShares Morningstar Multi-Asset Income ETF
IYM,NYSE_ARCA,IYM,ETF,iShares U.S. Basic Materials ETF
IYR,NYSE_ARCA,IYR,ETF,iShares U.S. Real Estate ETF
IYRI,BATS,IYRI,ETF,NEOS Real Estate High Income ETF
IYT,BATS,IYT,ETF,iShares U.S. Transportation ETF
IYW,NYSE_ARCA,IYW,ETF,iShares U.S. Technology ETF
IYY,NYSE_ARCA,IYY,ETF,iShares Dow Jones U.S. ETF
IYZ,BATS,IYZ,ETF,iShares U.S. Telecommunications ETF
IZEA,NASDAQ,IZEA,STOCK,"IZEA Worldwide, Inc. - Common Stock"
IZM,NASDAQ,IZM,STOCK,ICZOOM Group Inc. - Class A Ordinary Shares
IZRL,BATS,IZRL,ETF,ARK Israel Innovative Technology ETF
J,NYSE,J,STOCK,Jacobs Solutions Inc. Common Stock
JA,NYSE_ARCA,JA,ETF,Janus Henderson AA-A CLO ETF
JAAA,NYSE_ARCA,JAAA,ETF,Janus Henderson AAA CLO ETF
JABS,NYSE_ARCA,JABS,ETF,Janus Henderson Asset-Backed Securities ETF
JACK,NASDAQ,JACK,STOCK,Jack In The Box Inc. - Common Stock
JACS,NYSE,JACS,STOCK,Jackson Acquisition Company II Class A Ordinary Shares
JADB,BATS,JADB,ETF,Aptus January Deep Buffer ETF
JADE,NYSE_ARCA,JADE,ETF,JPMorgan Active Developing Markets Equity ETF
JAGU,NYSE_AMERICAN,JAGU,STOCK,Jaguar Uranium Corp. Class A Common Shares
JAGX,NASDAQ,JAGX,STOCK,"Jaguar Health, Inc. - Common Stock"
JAJL,BATS,JAJL,ETF,Innovator Equity Defined Protection ETF - 6mo Jan/Jul
JAKK,NASDAQ,JAKK,STOCK,"JAKKS Pacific, Inc. - Common Stock"
JAN,NYSE,JAN,STOCK,"Janus Living, Inc. Class A-1 Common Stock"
JANB,BATS,JANB,ETF,Aptus January Buffer ETF
JANH,BATS,JANH,ETF,Innovator Premium Income 20 Barrier ETF - January
JANI,BATS,JANI,ETF,AllianzIM International Equity Buffer15 Uncapped Jan ETF
JANJ,BATS,JANJ,ETF,Innovator Premium Income 30 Barrier ETF - January
JANM,BATS,JANM,ETF,FT Vest U.S. Equity Max Buffer ETF - January
JANP,BATS,JANP,ETF,PGIM S&P 500 Buffer 12 ETF - January
JANT,BATS,JANT,ETF,AllianzIM U.S. Large Cap Buffer10 Jan ETF
JANU,BATS,JANU,ETF,AllianzIM U.S. Equity Buffer15 Uncapped Jan ETF
JANW,BATS,JANW,ETF,AllianzIM U.S. Large Cap Buffer20 Jan ETF
JANX,NASDAQ,JANX,STOCK,"Janux Therapeutics, Inc. - Common Stock"
JANZ,BATS,JANZ,ETF,TrueShares Structured Outcome (January) ETF
JAPN,NASDAQ,JAPN,ETF,Horizon Kinetics Japan Owner Operator ETF
JATT,NASDAQ,JATT,STOCK,JATT II Acquisition Corp - Ordinary Shares
JAVA,NYSE_ARCA,JAVA,ETF,JPMorgan Active Value ETF
JAZZ,NASDAQ,JAZZ,STOCK,Jazz Pharmaceuticals plc - Ordinary Shares
JBBB,BATS,JBBB,ETF,Janus Henderson B-BBB CLO ETF
JBDI,NASDAQ,JBDI,STOCK,JBDI Holdings Limited - Ordinary Shares
JBGS,NYSE,JBGS,STOCK,JBG SMITH Properties Common Shares
JBHT,NASDAQ,JBHT,STOCK,"J.B. Hunt Transport Services, Inc. - Common Stock"
JBI,NYSE,JBI,STOCK,"Janus International Group, Inc. Common Stock"
JBIO,NASDAQ,JBIO,STOCK,"Jade Biosciences, Inc. - Common Stock"
JBK,NYSE,JBK,STOCK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,NYSE,JBL,STOCK,Jabil Inc. Common Stock
JBLU,NASDAQ,JBLU,STOCK,JetBlue Airways Corporation - Common Stock
JBND,NYSE,JBND,ETF,JPMorgan Active Bond ETF
JBS,NYSE,JBS,STOCK,JBS N.V. Class A Common Shares
JBSS,NASDAQ,JBSS,STOCK,"John B. Sanfilippo & Son, Inc. - Common Stock"
JBTM,NYSE,JBTM,STOCK,JBT Marel Corporation Common Stock
JCAL,NYSE_ARCA,JCAL,ETF,JPMorgan California Tax Free Bond ETF
JCAP,NASDAQ,JCAP,STOCK,"Jefferson Capital, Inc. - Common Stock"
JCE,NYSE,JCE,STOCK,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
JCHI,NYSE_ARCA,JCHI,ETF,JPMorgan Active China ETF
JCI,NYSE,JCI,STOCK,Johnson Controls International plc Ordinary Share
JCPB,NYSE_ARCA,JCPB,ETF,JPMorgan Core Plus Bond ETF
JCPI,NYSE_ARCA,JCPI,ETF,JPMorgan Inflation Managed Bond ETF
JCSE,NASDAQ,JCSE,STOCK,JE Cleantech Holdings Limited - Ordinary Shares
JCTC,NASDAQ,JCTC,STOCK,Jewett-Cameron Trading Company - Common Shares
JD,NASDAQ,JD,STOCK,"JD.com, Inc. - American Depositary Shares"
JDIV,NYSE_ARCA,JDIV,ETF,JPMorgan Dividend Leaders ETF
JDOC,NASDAQ,JDOC,ETF,JPMorgan Healthcare Leaders ETF
JDST,NYSE_ARCA,JDST,ETF,Direxion Daily Junior Gold Miners Index Bear 2X ETF
JDVI,NYSE_ARCA,JDVI,ETF,John Hancock Disciplined Value International Select ETF
JDVL,NYSE_ARCA,JDVL,ETF,John Hancock Disciplined Value Select ETF
JDZG,NASDAQ,JDZG,STOCK,JIADE LIMITED - Class A Ordinary Shares
JEDI,NYSE_ARCA,JEDI,ETF,Defiance Drone and Modern Warfare ETF
JEF,NYSE,JEF,STOCK,Jefferies Financial Group Inc. Common Stock
JELD,NYSE,JELD,STOCK,"JELD-WEN Holding, Inc. Common Stock"
JELH,BATS,JELH,ETF,Janus Henderson Equity Linked High Income ETF
JELM,BATS,JELM,ETF,Janus Henderson Equity Linked Moderate Income ETF
JEM,NASDAQ,JEM,STOCK,707 Cayman Holdings Limited - Ordinary Shares
JEMA,NASDAQ,JEMA,ETF,JPMorgan ActiveBuilders Emerging Markets Equity ETF
JEMB,NYSE_ARCA,JEMB,ETF,Janus Henderson Emerging Markets Debt Hard Currency ETF
JENA,NYSE,JENA,STOCK,Jena Acquisition Corporation II Class A Ordinary Shares
JEPI,NYSE_ARCA,JEPI,ETF,JPMorgan Equity Premium Income ETF
JEPQ,NASDAQ,JEPQ,ETF,JPMorgan Nasdaq Equity Premium Income ETF
JETD,NYSE_ARCA,JETD,ETF,MAX Airlines -3X Inverse Leveraged ETNs
JETS,NYSE_ARCA,JETS,ETF,U.S. Global Jets ETF
JETU,NYSE_ARCA,JETU,ETF,MAX Airlines 3X Leveraged ETNs
JF,NASDAQ,JF,STOCK,J and Friends Holdings Limited - American Depositary Shares
JFB,NASDAQ,JFB,STOCK,JFB Construction Holdings - Class A Common Stock
JFIN,NASDAQ,JFIN,STOCK,Jiayin Group Inc. - American Depositary Shares
JFLI,NYSE_ARCA,JFLI,ETF,JPMorgan Flexible Income ETF
JFLX,NYSE_ARCA,JFLX,ETF,JPMorgan Flexible Debt ETF
JFR,NYSE,JFR,STOCK,Nuveen Floating Rate Income Fund Common Stock
JFU,NASDAQ,JFU,STOCK,9F Inc. - American Depositary Shares
JG,NASDAQ,JG,STOCK,Aurora Mobile Limited - American Depositary Shares
JGH,NYSE,JGH,STOCK,Nuveen Global High Income Fund Common Shares of Beneficial Interest
JGLO,NASDAQ,JGLO,ETF,JPMorgan Global Select Equity ETF
JGRO,NYSE_ARCA,JGRO,ETF,JPMorgan Active Growth ETF
JGRW,NYSE_ARCA,JGRW,ETF,Jensen Quality Growth ETF
JHAC,NYSE_ARCA,JHAC,ETF,John Hancock Fundamental All Cap Core ETF
JHAI,NASDAQ,JHAI,ETF,Janus Henderson Global Artificial Intelligence ETF
JHCB,NYSE_ARCA,JHCB,ETF,John Hancock Corporate Bond ETF
JHCP,NYSE_ARCA,JHCP,ETF,John Hancock Core Plus Bond ETF
JHCR,NYSE_ARCA,JHCR,ETF,John Hancock Core Bond ETF
JHDG,NYSE_ARCA,JHDG,ETF,John Hancock Hedged Equity ETF
JHDV,NYSE_ARCA,JHDV,ETF,John Hancock U.S. High Dividend ETF
JHEM,NYSE_ARCA,JHEM,ETF,John Hancock Multifactor Emerging Markets ETF
JHG,NYSE,JHG,STOCK,Janus Henderson Group plc Ordinary Shares
JHHY,NYSE_ARCA,JHHY,ETF,John Hancock High Yield ETF
JHI,NYSE,JHI,STOCK,John Hancock Investors Trust Common Stock
JHID,NYSE_ARCA,JHID,ETF,John Hancock International High Dividend ETF
JHLN,NYSE_ARCA,JHLN,ETF,John Hancock Global Senior Loan ETF
JHMB,NYSE_ARCA,JHMB,ETF,John Hancock Mortgage-Backed Securities ETF
JHMD,NYSE_ARCA,JHMD,ETF,John Hancock Multifactor Developed International ETF
JHML,NYSE_ARCA,JHML,ETF,John Hancock Multifactor Large Cap ETF
JHMM,NYSE_ARCA,JHMM,ETF,John Hancock Multifactor Mid Cap ETF
JHMU,NYSE_ARCA,JHMU,ETF,John Hancock Dynamic Municipal Bond ETF
JHPI,NYSE_ARCA,JHPI,ETF,John Hancock Preferred Income ETF
JHS,NYSE,JHS,STOCK,John Hancock Income Securities Trust Common Stock
JHSC,NYSE_ARCA,JHSC,ETF,John Hancock Multifactor Small Cap ETF
JHX,NYSE,JHX,STOCK,James Hardie Industries plc. Ordinary Shares
JIDE,NYSE_ARCA,JIDE,ETF,JPMorgan International Dynamic ETF
JIG,NYSE_ARCA,JIG,ETF,JPMorgan International Growth ETF
JIII,NYSE_ARCA,JIII,ETF,Janus Henderson Income ETF
JILL,NYSE,JILL,STOCK,"J. Jill, Inc. Common Stock"
JIRE,NYSE_ARCA,JIRE,ETF,JPMorgan International Research Enhanced Equity ETF
JIVE,NASDAQ,JIVE,ETF,JPMorgan International Value ETF
JJSF,NASDAQ,JJSF,STOCK,J & J Snack Foods Corp. - Common Stock
JKHY,NASDAQ,JKHY,STOCK,"Jack Henry & Associates, Inc. - Common Stock"
JKS,NYSE,JKS,STOCK,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JL,NASDAQ,JL,STOCK,J-Long Group Limited - Class A Ordinary Shares
JLHL,NASDAQ,JLHL,STOCK,Julong Holding Limited - Class A Ordinary Shares
JLL,NYSE,JLL,STOCK,Jones Lang LaSalle Incorporated Common Stock
JLQD,NYSE_ARCA,JLQD,ETF,Janus Henderson Corporate Bond ETF
JLS,NYSE,JLS,STOCK,Nuveen Mortgage and Income Fund
JMBS,NYSE_ARCA,JMBS,ETF,Janus Henderson Mortgage-Backed Securities ETF
JMEE,NYSE_ARCA,JMEE,ETF,JPMorgan Small & Mid Cap Enhanced Equity ETF
JMHI,NYSE_ARCA,JMHI,ETF,JPMorgan High Yield Municipal ETF
JMIA,NYSE,JMIA,STOCK,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares"
JMID,NASDAQ,JMID,ETF,Janus Henderson Mid Cap Growth Alpha ETF
JMM,NYSE,JMM,STOCK,Nuveen Multi-Market Income Fund (MA)
JMMF,NYSE_ARCA,JMMF,ETF,JPMorgan 100% U.S. Treasury Securities Money Market ETF
JMOM,NYSE_ARCA,JMOM,ETF,JPMorgan U.S. Momentum Factor ETF
JMSB,NASDAQ,JMSB,STOCK,"John Marshall Bancorp, Inc. - Common Stock"
JMSI,NYSE_ARCA,JMSI,ETF,JPMorgan Sustainable Municipal Income ETF
JMST,NYSE_ARCA,JMST,ETF,JPMorgan Ultra-Short Municipal Income ETF
JMTG,NYSE_ARCA,JMTG,ETF,JPMorgan Mortgage-Backed Securities ETF
JMUB,NYSE_ARCA,JMUB,ETF,JPMorgan Municipal ETF
JNEU,BATS,JNEU,ETF,AllianzIM U.S. Equity Buffer15 Uncapped June ETF
JNJ,NYSE,JNJ,STOCK,Johnson & Johnson Common Stock
JNK,NYSE_ARCA,JNK,ETF,State Street SPDR Bloomberg High Yield Bond ETF
JNUG,NYSE_ARCA,JNUG,ETF,Direxion Daily Junior Gold Miners Index Bull 2X ETF
JOB,NYSE_AMERICAN,JOB,STOCK,GEE Group Inc. Common Stock
JOBX,BATS,JOBX,ETF,Tradr 2X Long JOBY Daily ETF
JOBY,NYSE,JOBY,STOCK,"Joby Aviation, Inc. Common Stock"
JOE,NYSE,JOE,STOCK,St. Joe Company (The) Common Stock
JOET,NYSE_ARCA,JOET,ETF,Virtus Terranova U.S. Quality Momentum ETF
JOF,NYSE,JOF,STOCK,Japan Smaller Capitalization Fund Inc Common Stock
JOJO,NYSE_ARCA,JOJO,ETF,ATAC Credit Rotation ETF
JOUL,BATS,JOUL,ETF,Corgi High Voltage Grid Equipment ETF
JOUT,NASDAQ,JOUT,STOCK,Johnson Outdoors Inc. - Class A Common Stock
JOYT,NASDAQ,JOYT,ETF,JPMorgan Equity and Options Total Return ETF
JOYY,NASDAQ,JOYY,STOCK,JOYY Inc. - American Depositary Shares
JPAN,NYSE_ARCA,JPAN,ETF,Matthews Japan Active ETF
JPC,NYSE,JPC,STOCK,Nuveen Preferred & Income Opportunities Fund
JPEF,NASDAQ,JPEF,ETF,JPMorgan Equity Focus ETF
JPEM,NYSE_ARCA,JPEM,ETF,JPMorgan Diversified Return Emerging Markets Equity ETF
JPFP,NASDAQ,JPFP,ETF,JPMorgan Managed Futures Plus ETF
JPHY,NYSE_ARCA,JPHY,ETF,JPMorgan Active High Yield ETF
JPIB,NYSE_ARCA,JPIB,ETF,JPMorgan International Bond Opportunities ETF
JPIE,NYSE_ARCA,JPIE,ETF,JPMorgan Income ETF
JPIN,NYSE_ARCA,JPIN,ETF,JPMorgan Diversified Return International Equity ETF
JPLD,NYSE_ARCA,JPLD,ETF,JPMorgan Limited Duration Bond ETF
JPM,NYSE,JPM,STOCK,JP Morgan Chase & Co. Common Stock
JPMB,NYSE_ARCA,JPMB,ETF,JPMorgan USD Emerging Markets Sovereign Bond ETF
JPME,NYSE_ARCA,JPME,ETF,JPMorgan Diversified Return U.S. Mid Cap Equity ETF
JPO,NYSE_ARCA,JPO,ETF,YieldMax JP Option Income Strategy ETF
JPRE,NYSE_ARCA,JPRE,ETF,JPMorgan Realty Income ETF
JPSE,NYSE_ARCA,JPSE,ETF,JPMorgan Diversified Return U.S. Small Cap Equity ETF
JPST,NYSE_ARCA,JPST,ETF,JPMorgan Ultra-Short Income ETF
JPSV,NYSE_ARCA,JPSV,ETF,JPMorgan Active Small Cap Value ETF
JPUS,NYSE_ARCA,JPUS,ETF,JPMorgan Diversified Return U.S. Equity ETF
JPXN,NYSE_ARCA,JPXN,ETF,iShares JPX-Nikkei 400 ETF
JPY,NASDAQ,JPY,ETF,Lazard Japanese Equity ETF
JQC,NYSE,JQC,STOCK,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JQUA,NYSE_ARCA,JQUA,ETF,JPMorgan U.S. Quality Factor ETF
JRE,NYSE_ARCA,JRE,ETF,Janus Henderson U.S. Real Estate ETF
JRI,NYSE,JRI,STOCK,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRS,NYSE,JRS,STOCK,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
JRSH,NASDAQ,JRSH,STOCK,"Jerash Holdings (US), Inc. - Common Stock"
JRVR,NASDAQ,JRVR,STOCK,"James River Group Holdings, Inc. - Common Stock"
JSCP,NYSE_ARCA,JSCP,ETF,JPMorgan Short Duration Core Plus ETF
JSI,NYSE_ARCA,JSI,ETF,Janus Henderson Securitized Income ETF
JSM,NASDAQ,JSM,STOCK,"Navient Corporation - 6% Senior Notes due December 15, 2043"
JSMD,NASDAQ,JSMD,ETF,Janus Henderson Small/Mid Cap Growth Alpha ETF
JSML,NASDAQ,JSML,ETF,Janus Henderson Small Cap Growth Alpha ETF
JSPR,NASDAQ,JSPR,STOCK,"Jasper Therapeutics, Inc. - Class A Common Stock"
JSTC,NYSE_ARCA,JSTC,ETF,Adasina Social Justice All Cap Global ETF
JTAI,NASDAQ,JTAI,STOCK,Jet.AI Inc. - Common Stock
JTEK,NASDAQ,JTEK,ETF,JPMorgan U.S. Tech Leaders ETF
JTNY,NYSE_ARCA,JTNY,ETF,JPMorgan New York Tax Free Bond ETF
JUCY,BATS,JUCY,ETF,Aptus Enhanced Yield ETF
JUDB,BATS,JUDB,ETF,Aptus July Deep Buffer ETF
JUDO,BATS,JUDO,ETF,Janus Henderson U.S. Equity Enhanced Income ETF
JULB,BATS,JULB,ETF,Aptus July Buffer ETF
JULH,BATS,JULH,ETF,Innovator Premium Income 20 Barrier ETF - July
JULJ,BATS,JULJ,ETF,Innovator Premium Income 30 Barrier ETF - July
JULM,BATS,JULM,ETF,FT Vest U.S. Equity Max Buffer ETF - July
JULP,BATS,JULP,ETF,PGIM S&P 500 Buffer 12 ETF - July
JULT,BATS,JULT,ETF,AllianzIM U.S. Large Cap Buffer10 Jul ETF
JULU,BATS,JULU,ETF,AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF
JULW,BATS,JULW,ETF,AllianzIM U.S. Large Cap Buffer20 Jul ETF
JULZ,BATS,JULZ,ETF,TrueShares Structured Outcome (July) ETF
JUNC,BATS,JUNC,ETF,Corgi U.S. Equities 10% Structured Buffer ETF - June Series
JUNM,BATS,JUNM,ETF,FT Vest U.S. Equity Max Buffer ETF - June
JUNP,BATS,JUNP,ETF,PGIM S&P 500 Buffer 12 ETF - June
JUNS,NASDAQ,JUNS,STOCK,"Jupiter Neurosciences, Inc. - Common Stock"
JUNT,BATS,JUNT,ETF,AllianzIM U.S. Large Cap Buffer10 Jun ETF
JUNW,BATS,JUNW,ETF,AllianzIM U.S. Large Cap Buffer20 Jun ETF
JUNZ,BATS,JUNZ,ETF,TrueShares Structured Outcome (June) ETF
JUSA,NYSE_ARCA,JUSA,ETF,JPMorgan U.S. Research Enhanced Large Cap ETF
JUST,NYSE_ARCA,JUST,ETF,Goldman Sachs JUST U.S. Large Cap Equity ETF
JVA,NASDAQ,JVA,STOCK,"Coffee Holding Co., Inc. - Common Stock"
JVAL,NYSE_ARCA,JVAL,ETF,JPMorgan U.S. Value Factor ETF
JWEL,NASDAQ,JWEL,STOCK,Jowell Global Ltd. - Ordinary Shares
JXG,NASDAQ,JXG,STOCK,JX Luxventure Group Inc. - Common Stock
JXI,NYSE_ARCA,JXI,ETF,iShares Global Utilities ETF
JXN,NYSE,JXN,STOCK,Jackson Financial Inc. Class A Common Stock
JXX,BATS,JXX,ETF,Janus Henderson Transformational Growth ETF
JYD,NASDAQ,JYD,STOCK,Jayud Global Logistics Limited - Class A Ordinary Shares
JYNT,NASDAQ,JYNT,STOCK,The Joint Corp. - Common Stock
JZ,NASDAQ,JZ,STOCK,Jianzhi Education Technology Group Company Limited - American Depositary Shares
JZXN,NASDAQ,JZXN,STOCK,"Jiuzi Holdings, Inc. - Ordinary Shares"
KAI,NYSE,KAI,STOCK,Kadant Inc Common Stock
KALA,NASDAQ,KALA,STOCK,"KALA BIO, Inc. - Common Stock"
KALU,NASDAQ,KALU,STOCK,Kaiser Aluminum Corporation - Common Stock
KAMO,BATS,KAMO,ETF,Kensington Credit Opportunities ETF
KAPA,NYSE_AMERICAN,KAPA,STOCK,"Kairos Pharma, Ltd. Common Stock"
KAPR,BATS,KAPR,ETF,Innovator U.S. Small Cap Power Buffer ETF - April
KARO,NASDAQ,KARO,STOCK,Karooooo Ltd. - Ordinary shares
KARS,NYSE_ARCA,KARS,ETF,KraneShares Electric Vehicles and Future Mobility Index ETF
KAT,NASDAQ,KAT,ETF,Scharf ETF
KAUG,BATS,KAUG,ETF,Innovator US Small Cap Power Buffer ETF - August
KB,NYSE,KB,STOCK,KB Financial Group Inc
KBA,NYSE_ARCA,KBA,ETF,KraneShares Bosera MSCI China A 50 Connect Index ETF
KBAB,NASDAQ,KBAB,ETF,KraneShares 2x Long BABA Daily ETF
KBDC,NYSE,KBDC,STOCK,"Kayne Anderson BDC, Inc. Common Stock"
KBDU,NASDAQ,KBDU,ETF,KraneShares 2x Long BIDU Daily ETF
KBE,NYSE_ARCA,KBE,ETF,State Street SPDR S&P Bank ETF
KBFR,NYSE_ARCA,KBFR,ETF,Innovator U.S. Small Cap Managed 10 Buffer ETF
KBH,NYSE,KBH,STOCK,KB Home Common Stock
KBON,NASDAQ,KBON,STOCK,Karbon Capital Partners Corp. - Class A Ordinary Shares
KBR,NYSE,KBR,STOCK,"KBR, Inc. Common Stock"
KBSX,NASDAQ,KBSX,STOCK,FST Corp. - Ordinary Shares
KBUF,NYSE_ARCA,KBUF,ETF,KraneShares 90% KWEB Defined Outcome January 2027 ETF
KBWB,NASDAQ,KBWB,ETF,Invesco KBW Bank ETF
KBWD,NASDAQ,KBWD,ETF,Invesco KBW High Dividend Yield Financial ETF
KBWP,NASDAQ,KBWP,ETF,Invesco KBW Property & Casualty Insurance ETF
KBWY,NASDAQ,KBWY,ETF,Invesco KBW Premium Yield Equity REIT ETF
KC,NASDAQ,KC,STOCK,Kingsoft Cloud Holdings Limited - American Depositary Shares
KCAI,NYSE_ARCA,KCAI,ETF,KraneShares China Alpha Index ETF
KCCA,NYSE_ARCA,KCCA,ETF,KraneShares California Carbon Allowance Strategy ETF
KCE,NYSE_ARCA,KCE,ETF,State Street SPDR S&P Capital Markets ETF
KCHV,NASDAQ,KCHV,STOCK,Kochav Defense Acquisition Corp. - Class A Ordinary Shares
KCOP,BATS,KCOP,ETF,Kurv Copper & Mining Enhanced Income ETF
